Country,Year,Contribution
Portugal,2017,53078.55
Chile,2017,30000.0
Portugal,2017,52301.26
India,2017,500000.0
United Kingdom,2015,46875000.0
Luxembourg,2017,4811715.48
Myanmar,2017,10000.0
Luxembourg,2018,4942468.62
Australia,2017,8184523.81
Belgium,2017,13572204.13
Denmark,2017,14351320.32
Finland,2017,7423117.71
Italy,2017,2322880.37
Korea,2017,4000000.0
Kuwait,2017,1000000.0
Lithuania,2017,21482.28
Norway,2017,44460044.46
Qatar,2017,1000000.0
Russian Federation,2017,1500000.0
Spain,2017,2239641.66
Sweden,2017,68500657.61
Switzerland,2017,4970178.93
Turkey,2017,200000.0
Vietnam,2017,10000.0
Indonesia,2017,220000.0
Japan,2017,1402809.0
United States of America,2017,5000000.0
Germany,2017,53361792.96
Belgium,2018,13572204.13
Iceland,2017,465029.76
Monaco,2017,53361.79
Iceland,2018,465029.76
Iceland,2019,465029.76
Peru,2017,4006.07
Pakistan,2017,10000.0
United Arab Emirates,2017,1250000.0
Andorra,2017,7155.32
Chile,2017,10000.0
Australia,2018,8184523.81
Australia,2019,8184523.81
Australia,2020,8184523.81
"Private donations through UN Foundation (under $10,000)",2017,38131.66
Bhutan,2017,1500.0
Germany,2017,11376564.28
Ireland,2017,10238908.0
Netherlands,2017,13822115.38
Qatar,2018,1000000.0
Qatar,2019,1000000.0
Qatar,2020,1000000.0
Qatar,2021,1000000.0
Saudi Arabia,2017,150000.0
Iceland,2017,100000.0
Côte d'Ivoire,2017,10000.0
United Kingdom,2017,71151358.34
United Kingdom,2018,71151358.34
"Private donations through UN Foundation (under $10,000)",2017,12956.54
China,2017,500000.0
Belgian Government of Flanders,2015,375469.34
Kazakhstan,2017,50000.0
Andorra,2017,16711.2
Philippines,2017,50000.0
Estonia,2018,116144.02
Colombia,2017,112500.0
Kuwait,2018,1000000.0
Sweden,2017,5980861.24
Bulgaria,2017,20000.0
Portugal,2018,116144.02
Germany,2017,17772511.85
Switzerland,2017,1016260.16
Cyprus,2017,11662.0
Waterloo Foundation,2017,13192.61
Spain,2017,1184834.12
Myanmar,2018,10000.0
Iraq,2018,10000.0
Belgian Government of Flanders,2018,710900.47
Ireland,2018,4739336.49
Switzerland,2018,5235602.09
Armenia,2017,5000.0
Italy,2018,2962085.31
Mongolia,2016,10000.0
Korea,2018,4000000.0
Sri Lanka,2018,5000.0
Norway,2017,8966103.75
Azerbaijan,2018,20000.0
Al Jisr Foundation,2017,250000.0
San Marino,2017,2369.67
Czech Republic,2018,177470.25
Slovakia,2017,60155.0
United Kingdom,2017,28187919.46
World Mission Society Church of God,2018,100000.0
South Africa,2017,487257.0
Iceland,2017,191094.97
Al Jisr Foundation,2018,250000.0
Chile,2018,30000.0
Denmark,2018,16570008.29
Finland,2018,8641975.31
Guyana,2018,2179.18
Indonesia,2018,220000.0
Liechtenstein,2018,212992.55
Mongolia,2018,10000.0
Netherlands,2018,67901234.57
Norway,2018,50347638.46
Russian Federation,2018,1500000.0
Singapore,2018,50000.0
Spain,2018,2322880.37
Sweden,2018,88197969.54
Thailand,2018,20000.0
Turkey,2018,200000.0
United Arab Emirates,2018,1500000.0
Ireland,2018,4545454.55
Algeria,2018,10000.0
"Private donations outside UN Foundation (under $10,000)",2017,6854.53
New Zealand,2018,2201027.15
Ireland,2018,4968944.1
Philippines,2018,50000.0
Turkey,2017,250000.0
Bangladesh,2018,10000.0
Bhutan,2018,1500.0
Monaco,2018,123456.79
Japan,2018,1360714.0
"Private donations through UN Foundation (under $10,000)",2018,25334.7
Kazakhstan,2018,50000.0
Sweden,2019,80804557.61
Sweden,2020,72782234.62
Sweden,2021,64643646.09
China,2018,500000.0
Andorra,2018,17735.1
"Private donations through UN Foundation (under $10,000)",2018,16189.19
Catalan Agency for Development Cooperation,2018,291375.29
Germany,2018,58275058.28
Spain,2018,1165501.17
Bulgaria,2018,20000.0
Germany,2018,46242774.57
Turkey,2018,200000.0
Armenia,2018,5000.0
Lithuania,2018,22727.27
Liechtenstein,2019,200803.21
Norway,2019,50347638.46
Norway,2020,50347638.46
Norway,2021,50347638.46
Ireland,2019,4545454.55
Portugal,2019,170454.55
Myanmar,2019,10000.0
Bangladesh,2019,20000.0
Netherlands,2019,62500000.0
Netherlands,2020,62500000.0
Netherlands,2021,62500000.0
Monaco,2019,113765.64
Germany,2018,5681818.18
Chile,2019,30000.0
Belgium,2019,18952062.43
Finland,2019,8978675.65
United Arab Emirates,2019,5000000.0
Germany,2019,55741360.09
Sri Lanka,2019,10000.0
Spain,2019,3409090.91
United Kingdom,2018,43422733.08
Indonesia,2019,220000.0
Bhutan,2019,1500.0
Norway,2018,4097880.81
Kuwait,2019,1000000.0
Estonia,2019,113765.64
Switzerland,2018,1004016.06
Denmark,2018,5048959.61
Denmark,2019,22869339.84
Belgian Government of Flanders,2019,688863.38
Philippines,2019,2500.0
Switzerland,2019,4897159.65
Mongolia,2019,10000.0
Slovakia,2018,34246.58
Côte d'Ivoire,2018,10000.0
Czech Republic,2019,219106.05
Lenovo Next Generation Hope Fund,2014,25000.0
Moldova,2019,3000.0
Saudi Arabia,2018,150000.0
Vietnam,2019,10000.0
Thailand,2019,20000.0
Singapore,2019,50000.0
Saudi Arabia,2019,150000.0
Luxembourg,2019,5470459.52
Japan,2019,680357.0
Korea,2019,5000000.0
Ireland,2019,6849315.07
United Kingdom,2019,386100386.1
Ireland,2020,11415525.11
Ireland,2021,11415525.11
Italy,2019,3928170.59
Catalan Agency for Development Cooperation,2019,325476.99
Russian Federation,2019,1500000.0
Oman,2019,50000.0
Guyana,2019,2158.27
New Zealand,2019,2039428.96
New Zealand,2020,2039428.96
New Zealand,2021,2039428.96
"Private donations through UN Foundation (under $10,000)",2019,31660.81
Tunisia,2019,5000.0
Kazakhstan,2019,10000.0
"Private donations through UN Foundation (under $10,000)",2019,34541.15
Peru,2019,2942.62
Late Barbara Cahill,2019,114060.1
Pakistan,2019,10000.0
Sweden,2019,8138588.54
Germany,2019,39149888.14
"Private donations through UN Foundation (under $10,000)",2019,228112.86
Andorra,2019,16942.95
Iran,2019,23873.19
"Private donations outside UN Foundation (under $10,000)",2019,37.0
"Private donations outside UN Foundation (under $10,000)",2019,200.0
Luxembourg,2020,5470459.52
Basque Agency for Development Cooperation,2019,109409.19
Switzerland,2019,2016129.03
Germany,2019,11111111.11
Montenegro,2020,3282.28
Estonia,2020,111111.11
Turkey,2019,200000.0
Monaco,2020,111111.11
Germany,2020,56561085.97
Indonesia,2020,220000.0
Switzerland,2020,5138746.15
Philippines,2020,50000.0
Finland,2020,9049773.76
United Arab Emirates,2020,5000000.0
Basque Agency for Development Cooperation,2020,110011.0
China,2019,500000.0
Iceland,2020,407730.57
Korea,2020,5823817.29
Italy,2020,5500550.06
Sri Lanka,2020,10000.0
Armenia,2019,5000.0
Myanmar,2020,10000.0
Portugal,2020,192519.25
Russian Federation,2020,1500000.0
Spain,2020,3409090.91
Turkey,2020,250000.0
Belgian Government of Flanders,2020,669642.86
Mongolia,2020,10000.0
Singapore,2020,50000.0
Thailand,2020,20000.0
Norway,2019,4359673.02
Liechtenstein,2020,200200.2
Bangladesh,2020,20000.0
Colombia,2019,90000.0
Bhutan,2020,1500.0
"Private donations through UN Foundation (under $10,000)",2019,44078.65
Turkey,2019,200000.0
Belgium,2020,18763796.91
Cyprus,2020,16501.65
Turkmenistan,2020,100000.0
Denmark,2019,2945074.36
Denmark,2020,25170269.47
Cambodia,2020,20000.0
Kuwait,2020,1000000.0
Saudi Arabia,2020,150000.0
Azerbaijan,2019,20000.0
Peru,2020,2935.67
United Kingdom,2020,12610340.48
Japan,2020,263636.0
Iceland,2021,394913.51
Iceland,2022,394913.51
Iceland,2023,394913.51
Poland,2020,254452.93
South Africa,2020,85304.82
Baha'i International Community,2020,10000.0
Basque Agency for Development Cooperation,2020,110375.28
Switzerland,2020,8273009.31
Netherlands,2020,16286644.95
Belgium,2020,5518763.8
Catalan Agency for Development Cooperation,2020,329920.36
New Zealand,2020,4539559.01
Sweden,2020,11626555.05
Iran,2020,10000.0
Belgian Government of Flanders,2020,682593.86
France,2020,1137656.43
Australia,2021,7304116.87
Denmark,2021,25170269.47
Denmark,2022,25170269.47
Switzerland,2020,10626992.56
"Private donations through UN Foundation (under $10,000)",2020,37259.07
China,2020,500000.0
Netherlands,2020,10600706.71
Germany,2020,45454545.45
Germany,2020,11363636.36
United Kingdom,2021,50467289.72
United Kingdom,2021,24966622.16
United Kingdom,2022,59813084.11
United Kingdom,2022,9612817.09
United Kingdom,2023,62483311.08
United Kingdom,2023,6942590.12
Pakistan,2020,10000.0
Andorra,2020,16806.72
Portugal,2021,148104.27
"Private donations through UN Foundation (under $10,000)",2020,49394.18
Slovenia,2020,35252.64
Netherlands,2020,9400705.05
Germany,2020,11947431.3
Finland,2020,6410477.9
Sweden,2020,4418090.92
Montenegro,2021,3488.37
Iceland,2020,300593.67
Estonia,2021,179211.47
Estonia,2022,179211.47
Italy,2021,7168458.78
Sri Lanka,2021,5000.0
Norway,2020,6563313.34
Fiji,2021,0.0
Yemen,2021,0.0
Uzbekistan,2021,100000.0
Bhutan,2021,1500.0
Liechtenstein,2021,220750.55
Brunei Darussalam,2021,50000.0
Korea,2021,6000000.0
Mongolia,2021,10000.0
Maldives,2021,5000.0
Lao PDR,2021,3000.0
Portugal,2021,59737.16
Turkmenistan,2021,100000.0
Thailand,2021,20000.0
Philippines,2021,50000.0
Russian Federation,2021,1500000.0
Singapore,2021,50000.0
Czech Republic,2021,227998.18
Belgian Government of Flanders,2021,716845.88
Armenia,2020,5000.0
United Kingdom,2020,74766355.14
Turkey,2020,200000.0
Bangladesh,2021,25000.0
Belgium,2021,20581113.8
Canada,2021,23241106.72
Finland,2021,9009009.01
Germany,2021,60827250.61
Luxembourg,2021,5861664.71
Morocco,2021,100000.0
Myanmar,2021,10000.0
Monaco,2021,122399.02
Switzerland,2021,5488474.2
Turkey,2021,200000.0
Basque Agency for Development Cooperation,2021,242718.45
Catalan Agency for Development Cooperation,2021,339976.55
New Zealand,2020,1759324.42
United Arab Emirates,2021,5000000.0
Denmark,2020,5617075.91
Algeria,2021,20000.0
Vietnam,2020,10000.0
Guyana,2020,3000.0
Austria,2021,1576576.58
Austria,2020,1216545.01
Andorra,2020,24539.88
Germany,2022,60827250.61
Germany,2023,60827250.61
Tunisia,2021,5000.0
Canada,2022,23241106.72
Canada,2023,23241106.72
Peru,2021,2703.53
Turkey,2021,250000.0
United Kingdom,2021,9345794.39
Baha'i International Community,2021,10000.0
Kazakhstan,2021,35000.0
Japan,2021,129629.0
Italy,2021,6053268.77
"Private donations through UN Foundation (under $10,000)",2021,47868.04
Belgium,2022,20581113.8
Australia,2022,8547008.55
France,2021,3658536.59
Germany,2021,59453032.1
Netherlands,2021,10625737.9
Montenegro,2022,3488.37
Andorra,2021,17753.25
Vietnam,2021,10000.0
Bulgaria,2022,34965.04
China,2021,450000.0
Croatia,2022,30000.0
Germany,2021,34403669.72
Luxembourg,2022,5861664.71
Ireland,2021,1126126.13
Finland,2021,11555920.05
Liechtenstein,2022,216919.74
Monaco,2022,114678.9
Denmark,2021,5302226.94
"Private donations through UN Foundation (under $10,000)",2021,44231.29
Slovenia,2021,56306.31
Sweden,2022,76280102.88
Sweden,2023,76280102.88
Sweden,2024,84755669.87
Sweden,2025,23965396.31
Finland,2022,9009009.01
Finland,2023,9009009.01
Finland,2024,9009009.01
Cambodia,2022,30000.0
Mongolia,2022,10000.0
Belgian Government of Flanders,2022,681044.27
Basque Agency for Development Cooperation,2022,210748.16
Netherlands,2022,61383928.57
Norway,2022,49734748.01
Catalan Agency for Development Cooperation,2022,317634.17
Iceland,2021,345144.96
Sweden,2021,4836227.74
Norway,2021,4973474.8
Cyprus,2022,100000.0
Armenia,2021,5000.0
Czech Republic,2022,220070.42
Kyrgyzstan,2022,500.0
Poland,2022,240384.61
Portugal,2022,28153.15
Italy,2021,4504504.5
Italy,2022,11261261.26
Bangladesh,2022,25000.0
Netherlands,2021,19707207.21
Guyana,2022,3000.0
Ireland,2022,12079831.93
Korea,2022,6000000.0
Kuwait,2022,1000000.0
New Zealand,2022,1885606.54
Philippines,2022,50000.0
Qatar,2022,1000000.0
Russian Federation,2022,1500000.0
Spain,2021,2815315.32
Spain,2022,2585315.41
Thailand,2022,20000.0
Switzerland,2022,5138746.15
Portugal,2022,197072.07
Lithuania,2022,112612.61
Bhutan,2022,1500.0
Turkmenistan,2022,100000.0
Russian Federation,2022,2000000.0
Belgian Government of Flanders,2021,168918.92
Italy,2022,5020080.32
Norway,2023,49734748.01
Norway,2024,49734748.01
Norway,2025,49734748.01
"Private donations through UN Foundation (under $10,000)",2021,5721.63
"Private donations outside UN Foundation (under $10,000)",2021,20.0
"Private donations outside UN Foundation (under $10,000)",2021,100.0
Brazil,2022,125000.0
Nigeria,2022,100000.0
Morocco,2020,50000.0
Morocco,2022,100000.0
Peru,2022,5041.97
Japan,2022,123148.0
Qatar,2023,1000000.0
Iceland,2022,227031.94
Turkey,2022,200000.0
"Private donations outside UN Foundation (under $10,000)",2022,200.0
Bulgaria,2022,32858.71
Sweden,2022,8066401.68
Mongolia,2022,150000.0
"Private donations outside UN Foundation (under $10,000)",2022,20.0
Netherlands,2023,61383928.57
Netherlands,2024,61383928.57
Netherlands,2025,61383928.57
Azerbaijan,2022,20000.0
"Private donations through UN Foundation (under $10,000)",2021,34404.34
"Private donations outside UN Foundation (under $10,000)",2022,20.0
Ireland,2023,12079831.93
Ireland,2024,12079831.93
Vietnam,2022,100000.0
Mauritius,2022,5000.0
France,2022,8872651.36
New Zealand,2023,1885606.54
New Zealand,2024,1885606.54
CIRCA Art Ltd (Yoko Ono Campaign),2022,121212.12
Germany,2022,50200803.21
Morgan Stanley Gift Fund,2022,10000.0
"Stripe, Ireland",2022,520955.01
"Private donations through UN Foundation (under $10,000)",2022,52595.91
CIRCA Art Ltd (Yoko Ono Campaign),2022,242424.24
ByteDance/TikTok,2022,1000000.0
United States of America,2022,15000000.0
Australia,2025,6883604.51
Australia,2026,6883604.51
Denmark,2022,6071235.83
Slovenia,2022,50150.45
Turkey,2022,250000.0
China,2022,450000.0
Australia,2023,6883604.51
Australia,2024,6883604.51
Romania,2022,99700.9
Monaco,2023,149551.35
Germany,2022,38262668.05
Guyana,2021,2158.27
Ireland,2022,5170630.82
Finland,2022,6396588.49
Montenegro,2023,5144.03
Mongolia,2023,10000.0
Basque Agency for Development Cooperation,2023,264830.51
Netherlands,2022,20682523.27
Belgium,2023,18538713.2
Algeria,2023,20000.0
Kuwait,2023,1000000.0
Russian Federation,2023,1500000.0
Cambodia,2023,30000.0
Croatia,2023,100000.0
Korea,2023,6000000.0
Philippines,2023,200000.0
Luxembourg,2023,5353319.06
Catalan Agency for Development Cooperation,2023,658616.9
Bangladesh,2023,25000.0
Iceland,2022,351864.88
Norway,2022,3006012.02
Liechtenstein,2023,314795.38
Denmark,2023,24992649.22
Thailand,2023,20000.0
Switzerland,2023,11061946.9
Italy,2022,2585315.41
Italy,2023,15511892.45
Belgian Government of Flanders,2023,639658.85
Morocco,2023,100000.0
Armenia,2023,5000.0
Azerbaijan,2023,88235.0
Czech Republic,2023,199362.79
Estonia,2023,53304.9
Portugal,2023,213219.62
Turkey,2023,200000.0
Monaco,2022,159744.41
"Stripe, Ireland",2022,46794.54
"Private donations through UN Foundation (under $10,000)",2022,17073.27
Saudi Arabia,2024,1000000.0
Finland,2022,1066098.08
Vietnam,2022,10000.0
Switzerland,2022,930735.93
Portugal,2023,53304.9
Saudi Arabia,2025,1000000.0
Saudi Arabia,2026,1000000.0
"Private donations outside UN Foundation (under $10,000)",2022,20.0
Iceland,2022,1058798.62
Andorra,2022,10333.5
Singapore,2022,50000.0
Austria,2022,2025586.35
Zambia,2023,10000.0
Guyana,2023,2158.27
United States of America,2023,19532839.0
Sweden,2023,966090.23
Iceland,2023,490264.74
"Private donations outside UN Foundation (under $10,000)",2023,20.0
Cyprus,2023,100000.0
Colombia,2023,75000.0
Ireland,2023,1071811.36
North Macedonia,2010,5000.0
North Macedonia,2008,2000.0
South Africa,2023,278950.0
"Stripe, Ireland",2023,82970.55
"Private donations through UN Foundation (under $10,000)",2023,28904.9
Peru,2023,5063.12
Luxembourg,2024,5353319.06
Vietnam,2023,100000.0
Netherlands,2023,13303769.4
France,2023,10917030.57
Azerbaijan,2023,25000.0
"Private donations outside UN Foundation (under $10,000)",2023,20.0
KAAGNY/K-Radio - Private - USA,2023,33339.0
United Arab Emirates,2023,5000000.0
Turkmenistan,2023,50000.0
"Private donations outside UN Foundation (under $10,000)",2023,20.0
Sweden,2023,58452.19
Sweden,2022,409165.3
Azerbaijan,2023,10000.0
"Private donations outside UN Foundation (under $10,000)",2022,20.0
"Private donations outside UN Foundation (under $10,000)",2022,20.0
"Private donations outside UN Foundation (under $10,000)",2022,20.0
Belgium,2024,18538713.2
Romania,2023,109051.25
Estonia,2023,42918.45
Greece,2023,109051.25
"Private donations outside UN Foundation (under $10,000)",2023,20.0
Spain,2023,3289473.68
Singapore,2023,50000.0
"Private donations outside UN Foundation (under $10,000)",2023,20.0
Mohamed Fathi Ahmed Ibrahim,2023,1000000.0
Slovenia,2023,87623.22
Slovakia,2023,32858.71
Turkey,2023,250000.0
CIRCA Art Ltd (Yoko Ono Campaign),2023,75000.0
Poland,2023,120000.0
Baha'i International Community,2023,10000.0
Germany,2023,53705692.8
"Private donations outside UN Foundation (under $10,000)",2023,20.0
Mongolia,2023,50000.0
Korea,2023,1000000.0
Baha'i International Community,2023,10000.0
Andorra,2023,10942.42
"Private donations outside UN Foundation (under $10,000)",2023,1742.92
China,2023,425000.0
Latvia,2023,106723.59
Luxembourg,2023,533617.93
Qatar Charity,2024,9000000.0
Indonesia,2022,220000.0
Indonesia,2023,220000.0
Ireland,2023,2192982.46
Ireland,2024,2735229.76
Malta,2024,43859.65
Norway,2023,5142109.2
Bulgaria,2023,16447.37
Iceland,2023,728916.1
Algeria,2024,20000.0
Sweden,2023,4179331.31
Japan,2023,97080.0
Bangladesh,2024,25000.0
Cambodia,2024,30000.0
Burkina Faso,2024,16712.99
Cyprus,2024,100000.0
Denmark,2024,27608253.41
Greece,2024,109649.12
Indonesia,2024,220000.0
Iceland,2024,877385.39
Kuwait,2024,1000000.0
Kyrgyzstan,2024,500.0
Lithuania,2024,109649.12
Monaco,2024,164473.68
Morocco,2024,50000.0
Philippines,2024,200000.0
Qatar,2024,1000000.0
Russian Federation,2024,1500000.0
Singapore,2024,50000.0
Slovenia,2024,87719.3
Spain,2024,4828326.18
Switzerland,2024,5807200.93
Turkey,2024,500000.0
United Kingdom,2024,66581306.02
United States of America,2024,9850000.0
Zimbabwe,2024,10000.0
Belgian Government of Flanders,2024,657894.74
Catalan Agency for Development Cooperation,2024,315508.02
Basque Agency for Development Cooperation,2024,268240.34
Germany,2024,55432372.51
Ireland,2024,5470459.52
Armenia,2024,5000.0
Denmark,2023,6078147.61
Portugal,2024,274122.81
Montenegro,2024,5393.74
Austria,2023,2157497.3
Portugal,2023,107874.87
Estonia,2024,53937.43
Estonia,2025,53937.43
Japan,2024,66978.0
"Private donations through UN Foundation (under $10,000)",2023,142216.99
Iceland,2023,740247.24
Croatia,2024,108459.87
Turkmenistan,2024,50000.0
Iceland,2025,877385.39
Iceland,2026,877385.39
Iceland,2027,877385.39
Iceland,2028,877385.39
Peru,2024,5033.35
United Kingdom,2025,66581306.01
"Stripe, Ireland",2023,595630.6
Netherlands,2024,10834236.19
Cyprus,2024,8000.0
Liechtenstein,2024,329308.45
South Africa,2024,167603.0
United States of America,2024,18000000.0
France,2024,7042253.52
Denmark,2025,27608253.41
Denmark,2026,27608253.41
Denmark,2027,27608253.41
Thailand,2024,20000.0
Australia,2024,4370816.6
Canada,2024,21397379.91
Canada,2025,21397379.91
Canada,2026,21397379.91
"Stripe, Ireland",2024,0.0
Portugal,2025,277775.0
Germany,2025,11086474.5
Germany,2026,11086474.5
China,2024,450000.0
Germany,2024,54229934.92
Lithuania,2025,109409.19
Thailand,2024,20000.0
Russian Federation,2025,1500000.0
Philippines,2025,200000.0
"Funding under $10,000",2024,0.0
Chad,2024,50000.0
Azerbaijan,2024,50000.0
Poland,2024,499126.53
Luxembourg,2025,5422993.49
Andorra,2024,10736.0
Basque Agency for Development Cooperation,2025,269396.55
Cambodia,2025,30000.0
Malta,2025,42417.82
Luxembourg,2024,530222.69
Mongolia,2025,10000.0
Vietnam,2023,10000.0
Korea,2024,18000000.0
Switzerland,2025,5945303.21
Ireland,2025,15511892.45
Ireland,2025,6425233.64
Montenegro,2025,10548.52
Poland,2024,882569.26
Liechtenstein,2025,340136.05
Portugal,2025,105485.23
Portugal,2025,210970.46
Thailand,2025,20000.0
Brazil,2025,125000.0
Croatia,2025,105485.23
Indonesia,2025,220000.0
Catalan Agency for Development Cooperation,2025,334846.77
Belgian Government of Flanders,2025,632911.39
Greece,2025,105485.23
Spain,2025,5160550.46
Iceland,2024,510799.77
Guyana,2025,50000.0
Slovenia,2025,104931.79
Bhutan,2025,1500.0
Czech Republic,2025,62735.26
Kyrgyzstan,2025,500.0
Algeria,2025,0.0
Germany,2025,0.0
Kuwait,2025,1000000.0
Monaco,2025,171037.63
Morocco,2025,50000.0
Qatar,2025,1000000.0
Tunisia,2025,0.0
Qatar Charity,2025,2000000.0
Germany,2024,0.0
Monaco,2024,104931.79
Vietnam,2024,0.0
Turkey,2025,500000.0
Denmark,2024,5912162.16
Latvia,2024,52465.9
Italy,2024,10416666.67
Austria,2024,1049317.94
Armenia,2025,5000.0
Cyprus,2024,55208.33
Zimbabwe,2025,20000.0
Oman,2025,300000.0
Singapore,2025,50000.0
Azerbaijan,2025,100000.0
Moldova,2024,2000.0
Cyprus,2025,100000.0
Kyrgyzstan,2023,477.01
"Funding under $10,000",2024,2974.0
Portugal,2025,258531.54
"Private donations outside UN Foundation (under $10,000)",2025,1000.0
"Private donations through UN Foundation (under $10,000)",2025,166358.03
Qatar,2026,1000000.0
Qatar Charity,2026,2000000.0
Qatar Charity,2027,2000000.0
Finland,2025,5574136.01
Holy See (Vatican City State),2025,5000.0
Ireland,2026,15511892.45
Ireland,2027,15511892.45
New Zealand,2025,1774098.17
New Zealand,2026,1774098.17
New Zealand,2027,1774098.17
Philippines,2025,50000.0
San Marino,2025,22805.02
France,2025,3405221.34
Chile,2025,30000.0
Peru,2025,5185.9
Poland,2025,673309.99
Mauritius,2025,5000.0
Belgium,2025,23121387.28
Belgium,2026,19653179.19
Estonia,2026,57339.45
"Stripe, Ireland",2025,112074.22
"Private donations through UN Foundation (under $10,000)",2025,11322.01
Regions Bank,2025,20000.0
Germany,2025,17584994.14
Vietnam,2025,10000.0
China,2025,450000.0
"Private donations outside UN Foundation (under $10,000)",2025,5000.0
Austria,2025,1175088.13
Russian Federation,2026,1500000.0
Germany,2025,17341040.46
Monaco,2026,231481.48
Poland,2025,954719.04
Morocco,2026,50000.0
Luxembourg,2026,5422993.49
Basque Agency for Development Cooperation,2026,119760.48
Ireland,2026,6373117.03
Ireland,2026,1158748.55
Cambodia,2026,30000.0
Norway,2026,43988269.79
Norway,2025,1955034.21
Belgian Government of Flanders,2026,695249.13
Switzerland,2026,6385696.04
Iceland,2025,631014.36
Monaco,2025,168018.54
Estonia,2026,115874.86
Estonia,2026,0.0
Kuwait,2026,1000000.0
Austria,2026,1158748.55
Liechtenstein,2026,372208.44
Croatia,2026,115874.86
Greece,2026,231749.71
Malta,2026,46349.94
Slovenia,2026,115874.86
Spain,2026,0.0
Thailand,2026,20000.0
Catalan Agency for Development Cooperation,2026,0.0
Korea,2025,18000000.0
Philippines,2026,200000.0
Japan,2025,52006.0
Turkey,2026,700000.0
Azerbaijan,2026,100000.0
Algeria,2026,20000.0
Czech Republic,2026,143864.19
Côte d'Ivoire,2026,10000.0
Netherlands,2026,8215962.44
Denmark,2025,9433962.26
Italy,2025,4694835.68
Sweden,2026,10816657.65
Sweden,2027,18388318.01
Sweden,2028,21633315.31
Cyprus,2025,100000.0
Turkey,2025,200000.0
Bangladesh,2025,25000.0
Portugal,2026,117370.89
Portugal,2025,140845.07
Armenia,2026,5000.0
Indonesia,2026,220000.0
Finland,2026,5767012.69
UN Association of Finland,2025,5946.69
"Private donations outside UN Foundation (under $10,000)",2026,262.41
United States of America,2026,50000000.0
Netherlands,2026,56670602.13
Peru,2026,5626.3
United Kingdom,2026,60160427.81
Singapore,2026,50000.0
Estonia,2027,0.0
Côte d'Ivoire,2026,728.65
